# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GFF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379726_1_trimmed.bam" "SRR10379723_1_trimmed.bam" "SRR10379725_1_trimmed.bam" "SRR10379722_1_trimmed.bam" "SRR10379724_1_trimmed.bam" "SRR10379721_1_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_1_trimmed.bam	SRR10379723_1_trimmed.bam	SRR10379725_1_trimmed.bam	SRR10379722_1_trimmed.bam	SRR10379724_1_trimmed.bam	SRR10379721_1_trimmed.bam
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	1232	2634	9860	2309	7728	3166
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	4035	21039	13556	20025	13712	17046
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	9420	13688	63957	16579	49059	20253
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	6314	1723	19875	2126	12811	2245
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	2973	1665	14707	1764	12186	2233
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	89	301	1277	282	1493	425
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	352	1215	1498	1154	1276	1098
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	7	63	34	43	48	76
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	3216	3581	14874	4513	10459	5817
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	627	3665	2927	3077	2598	4147
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	978	3215	5610	3031	4618	3963
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	12	170	624	75	372	137
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	2704	6503	16302	6983	13069	9220
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	19621	29872	74823	36188	64454	41328
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	2558	12059	9178	11530	6157	14024
gene-SAOUHSC_02584	CP000253.1	2376428	2377225	-	798	400	1492	3421	2862	2660	2251
gene-SAOUHSC_02585	CP000253.1	2377610	2378302	+	693	435	3085	6120	3088	3434	4008
gene-SAOUHSC_02586	CP000253.1	2378658	2378972	+	315	17	219	155	170	99	274
gene-SAOUHSC_02587	CP000253.1	2378949	2379686	-	738	28	169	537	151	600	312
gene-SAOUHSC_02588	CP000253.1	2379510	2380064	+	555	11	24	68	9	39	44
gene-SAOUHSC_02589	CP000253.1	2380509	2381381	+	873	665	10949	8737	10783	7832	14793
gene-SAOUHSC_02590	CP000253.1	2381768	2383147	-	1380	4785	7593	20156	7852	15904	8411
gene-SAOUHSC_02591	CP000253.1	2383427	2383783	+	357	109	521	2369	509	1530	839
gene-SAOUHSC_02592	CP000253.1	2383780	2383965	+	186	210	370	1531	443	1052	563
gene-SAOUHSC_02593	CP000253.1	2384061	2384252	-	192	67	187	1167	256	907	280
gene-SAOUHSC_02594	CP000253.1	2384263	2384898	-	636	488	480	5094	587	2506	763
gene-SAOUHSC_02595	CP000253.1	2384973	2385890	-	918	252	302	4818	243	2823	403
gene-SAOUHSC_02596	CP000253.1	2386157	2386687	+	531	20	228	586	206	466	264
gene-SAOUHSC_02597	CP000253.1	2386753	2388357	-	1605	727	1310	4771	1813	3673	2175
gene-SAOUHSC_02599	CP000253.1	2388687	2389451	+	765	53	192	808	194	760	307
gene-SAOUHSC_02600	CP000253.1	2389509	2390015	-	507	1070	1344	6031	1573	3320	2082
gene-SAOUHSC_02601	CP000253.1	2390182	2391393	-	1212	1099	740	3037	795	2492	1023
gene-SAOUHSC_02602	CP000253.1	2391278	2391637	+	360	1638	178	2749	265	1638	352
gene-SAOUHSC_02603	CP000253.1	2391720	2392289	-	570	92	169	1019	126	684	230
gene-SAOUHSC_02604	CP000253.1	2392776	2393657	-	882	13444	3704	25234	4998	19960	5854
gene-SAOUHSC_02605	CP000253.1	2393768	2394889	-	1122	796	803	2890	836	1737	1201
gene-SAOUHSC_02606	CP000253.1	2395166	2396404	-	1239	276	2047	1166	2150	916	3205
gene-SAOUHSC_02607	CP000253.1	2396404	2398065	-	1662	307	1967	799	2105	569	2841
gene-SAOUHSC_02608	CP000253.1	2398225	2399109	+	885	28	580	632	605	539	856
gene-SAOUHSC_02609	CP000253.1	2399531	2399950	+	420	11	190	117	127	119	202
gene-SAOUHSC_02610	CP000253.1	2400206	2401141	-	936	9435	3791	16362	5941	14074	6036
gene-SAOUHSC_02611	CP000253.1	2401431	2402690	+	1260	500	2175	5122	1852	4411	2913
gene-SAOUHSC_02612	CP000253.1	2402756	2403442	-	687	494	729	2735	951	2527	1276
gene-SAOUHSC_02613	CP000253.1	2403616	2404269	+	654	193	606	2323	807	2440	1138
gene-SAOUHSC_A02483	CP000253.1	2404293	2404481	+	189	25	165	216	139	242	192
gene-SAOUHSC_02614	CP000253.1	2404505	2405524	-	1020	602	1648	4500	1999	3156	2420
gene-SAOUHSC_02615	CP000253.1	2405554	2405880	-	327	605	727	3036	852	1645	970
gene-SAOUHSC_02616	CP000253.1	2405929	2406114	-	186	0	11	7	5	13	13
gene-SAOUHSC_02618	CP000253.1	2406098	2407330	-	1233	71	1334	1124	1157	873	1827
gene-SAOUHSC_02619	CP000253.1	2407323	2408222	-	900	9	378	247	355	228	534
gene-SAOUHSC_02620	CP000253.1	2408453	2409100	-	648	76	5141	795	3410	582	4959
gene-SAOUHSC_02621	CP000253.1	2409499	2410107	+	609	261	359	418	413	435	608
gene-SAOUHSC_02622	CP000253.1	2410444	2411652	+	1209	131	1129	660	1081	838	1363
gene-SAOUHSC_02623	CP000253.1	2411700	2412749	-	1050	1397	4475	5904	4366	4865	5773
gene-SAOUHSC_02624	CP000253.1	2412780	2413727	-	948	137	1480	2314	1402	2172	1840
gene-SAOUHSC_02625	CP000253.1	2413824	2414315	+	492	114	624	2278	715	1550	1032
gene-SAOUHSC_02626	CP000253.1	2414312	2414731	+	420	534	785	3593	945	2246	1215
gene-SAOUHSC_02627	CP000253.1	2414839	2415741	-	903	1199	1391	4167	1549	3760	2273
gene-SAOUHSC_02628	CP000253.1	2415967	2416605	+	639	366	2066	3070	2017	3107	2819
gene-SAOUHSC_02629	CP000253.1	2416851	2418782	-	1932	6821	14481	32834	23211	23609	14867
gene-SAOUHSC_02630	CP000253.1	2418795	2419442	-	648	1825	4901	13470	8449	8305	5561
gene-SAOUHSC_02631	CP000253.1	2419563	2420114	+	552	74	280	1075	230	1102	485
gene-SAOUHSC_02632	CP000253.1	2420344	2420631	-	288	135	137	770	134	377	189
gene-SAOUHSC_02633	CP000253.1	2420613	2421551	-	939	160	361	1439	464	1021	471
gene-SAOUHSC_02634	CP000253.1	2421661	2421789	-	129	3	20	12	14	10	17
gene-SAOUHSC_02635	CP000253.1	2421820	2423202	-	1383	249	4813	4337	3943	2976	5850
gene-SAOUHSC_A02503	CP000253.1	2423112	2423381	+	270	5	44	47	15	53	50
gene-SAOUHSC_02636	CP000253.1	2423442	2423618	-	177	1019	5128	4895	4873	4968	7125
gene-SAOUHSC_02637	CP000253.1	2423661	2423897	-	237	596	4268	5364	3246	4175	4731
gene-SAOUHSC_02638	CP000253.1	2424092	2425060	+	969	1484	9689	12328	9846	7979	11971
gene-SAOUHSC_A02505	CP000253.1	2425299	2425460	-	162	81	49	81	71	60	82
gene-SAOUHSC_02639	CP000253.1	2425635	2425991	+	357	8	56	108	46	90	54
gene-SAOUHSC_02640	CP000253.1	2426131	2426796	-	666	21	535	266	548	218	857
gene-SAOUHSC_02641	CP000253.1	2426796	2427851	-	1056	12	450	150	412	165	603
gene-SAOUHSC_02643	CP000253.1	2427987	2428661	+	675	131	672	871	590	714	790
gene-SAOUHSC_02644	CP000253.1	2428654	2430027	+	1374	199	3102	2117	2631	2046	3777
gene-SAOUHSC_02645	CP000253.1	2430190	2430633	+	444	214	961	7332	3349	27529	1408
gene-SAOUHSC_02646	CP000253.1	2430630	2431085	+	456	579	1340	6731	5042	28309	2218
gene-SAOUHSC_02647	CP000253.1	2431151	2432629	-	1479	1950	5062	6215	6262	6569	8112
gene-SAOUHSC_02648	CP000253.1	2433010	2434608	-	1599	5683	10108	31660	8799	28016	11946
gene-SAOUHSC_02649	CP000253.1	2434925	2436598	+	1674	473	3833	4840	4131	4436	5176
gene-SAOUHSC_02650	CP000253.1	2436751	2437380	-	630	4010	5502	39469	7798	22514	8216
gene-SAOUHSC_02651	CP000253.1	2437694	2438209	-	516	212	303	1291	289	911	437
gene-SAOUHSC_02652	CP000253.1	2438502	2439404	+	903	899	814	3066	1042	1799	1439
gene-SAOUHSC_02653	CP000253.1	2439450	2439785	-	336	210	118	405	182	257	264
gene-SAOUHSC_02654	CP000253.1	2439887	2440921	-	1035	151	388	1049	527	707	848
gene-SAOUHSC_02655	CP000253.1	2440932	2441048	-	117	0	3	0	2	2	8
gene-SAOUHSC_02656	CP000253.1	2441153	2441584	-	432	838	1288	2567	1258	1854	1859
gene-SAOUHSC_02657	CP000253.1	2441636	2441728	+	93	1	27	21	23	18	47
gene-SAOUHSC_02658	CP000253.1	2441791	2443068	-	1278	181	1045	2189	1109	1155	1452
gene-SAOUHSC_02659	CP000253.1	2443229	2443852	+	624	144	15541	4258	12913	3095	18568
gene-SAOUHSC_02660	CP000253.1	2443898	2444842	+	945	245	22961	4757	17597	4343	26265
gene-SAOUHSC_02661	CP000253.1	2444928	2446178	-	1251	58	4929	351	6947	628	7702
gene-SAOUHSC_02662	CP000253.1	2446156	2446371	-	216	18	540	72	890	53	800
gene-SAOUHSC_02663	CP000253.1	2446357	2446938	+	582	283	1364	3366	1447	3133	1707
gene-SAOUHSC_02664	CP000253.1	2448426	2450531	+	2106	309	4301	5108	3448	3945	4961
gene-SAOUHSC_02665	CP000253.1	2450602	2451024	+	423	1849	4489	15149	6079	15105	6663
gene-SAOUHSC_02666	CP000253.1	2451289	2451645	+	357	153	633	2586	623	2090	870
gene-SAOUHSC_02667	CP000253.1	2452049	2453326	-	1278	3946	16911	23463	15537	16579	19724
gene-SAOUHSC_02668	CP000253.1	2453508	2453873	-	366	50	197	1376	201	1177	306
gene-SAOUHSC_02669	CP000253.1	2454271	2454717	+	447	494	3590	9790	3564	7323	5022
gene-SAOUHSC_02670	CP000253.1	2454933	2455361	+	429	211	4316	4391	3604	3413	5064
gene-SAOUHSC_02671	CP000253.1	2455468	2456637	-	1170	428	1039	5864	1153	1421	1329
gene-SAOUHSC_02672	CP000253.1	2457007	2457645	+	639	16	275	224	225	176	357
gene-SAOUHSC_02673	CP000253.1	2457715	2457921	+	207	14	75	60	74	49	117
gene-SAOUHSC_02674	CP000253.1	2457900	2458640	+	741	31	527	497	376	306	604
gene-SAOUHSC_02675	CP000253.1	2458898	2459500	-	603	226	1581	2064	1453	1445	2229
gene-SAOUHSC_02676	CP000253.1	2459574	2460608	-	1035	761	3093	5174	3068	3473	3936
gene-SAOUHSC_02677	CP000253.1	2460632	2461084	-	453	281	1328	2824	1299	1967	1696
gene-SAOUHSC_02678	CP000253.1	2461104	2461781	-	678	104	573	1546	639	1135	813
gene-SAOUHSC_02679	CP000253.1	2461774	2462364	-	591	46	122	657	122	423	212
gene-SAOUHSC_02680	CP000253.1	2462342	2463787	-	1446	536	474	2209	529	1618	807
gene-SAOUHSC_02681	CP000253.1	2463891	2467580	-	3690	595	740	2983	872	2219	1447
gene-SAOUHSC_02682	CP000253.1	2467889	2468866	-	978	587	974	3085	1027	1573	1460
gene-SAOUHSC_02683	CP000253.1	2468857	2469171	-	315	204	166	619	166	304	220
gene-SAOUHSC_02684	CP000253.1	2469175	2471580	-	2406	446	1014	2524	1048	1363	1451
gene-SAOUHSC_02685	CP000253.1	2471646	2472377	-	732	46	251	295	189	142	399
gene-SAOUHSC_02686	CP000253.1	2472607	2473143	-	537	155	394	1187	408	633	615
gene-SAOUHSC_02687	CP000253.1	2473376	2474200	-	825	475	936	4808	1079	3749	1347
gene-SAOUHSC_02688	CP000253.1	2474417	2474599	-	183	17	18	147	10	56	12
gene-SAOUHSC_02689	CP000253.1	2474683	2475150	-	468	38	129	530	121	488	175
gene-SAOUHSC_02690	CP000253.1	2475336	2476886	-	1551	485	13476	4252	12910	2487	21320
gene-SAOUHSC_02691	CP000253.1	2477181	2477447	-	267	290	4838	2164	5260	1985	6689
gene-SAOUHSC_02692	CP000253.1	2477447	2477698	-	252	72	2436	1725	2722	1029	3455
gene-SAOUHSC_02693	CP000253.1	2477863	2477964	-	102	2	35	22	37	46	64
gene-SAOUHSC_02694	CP000253.1	2477971	2478570	-	600	211	1993	4380	1857	2742	2458
gene-SAOUHSC_02695	CP000253.1	2478589	2478939	-	351	134	627	1243	623	1135	727
gene-SAOUHSC_02696	CP000253.1	2479206	2480456	+	1251	47	2574	600	2054	566	3046
gene-SAOUHSC_02697	CP000253.1	2480553	2481284	-	732	4568	36823	14849	30935	9127	45315
gene-SAOUHSC_02698	CP000253.1	2481281	2482000	-	720	2888	18364	9289	15344	5795	22632
gene-SAOUHSC_02699	CP000253.1	2481981	2482760	-	780	1518	15396	8506	11297	4606	18503
gene-SAOUHSC_02700	CP000253.1	2482881	2484239	-	1359	971	4308	12428	4743	6336	4945
gene-SAOUHSC_02701	CP000253.1	2484250	2484393	-	144	3	90	188	83	112	113
gene-SAOUHSC_02702	CP000253.1	2484494	2484598	+	105	13	1225	220	1837	166	4688
gene-SAOUHSC_02703	CP000253.1	2484752	2485438	-	687	2137	4770	20205	5814	14563	8126
gene-SAOUHSC_02704	CP000253.1	2485765	2486631	-	867	238	2594	2504	2111	2201	3094
gene-SAOUHSC_02705	CP000253.1	2487184	2487288	-	105	4	31	74	15	39	22
gene-SAOUHSC_02706	CP000253.1	2487383	2488693	+	1311	2567	15097	43453	22080	28925	23881
gene-SAOUHSC_02707	CP000253.1	2488633	2488815	-	183	13	127	92	99	160	179
gene-SAOUHSC_02708	CP000253.1	2489229	2490158	+	930	1062	2201	21429	3916	12929	5967
gene-SAOUHSC_02709	CP000253.1	2490726	2491673	+	948	1011	5313	21971	8518	15173	12519
gene-SAOUHSC_02710	CP000253.1	2491675	2492652	+	978	1047	5789	15685	10310	12012	14448
gene-SAOUHSC_02711	CP000253.1	2492704	2493171	-	468	9	200	234	193	183	299
gene-SAOUHSC_02712	CP000253.1	2493182	2493874	-	693	60	423	620	430	406	620
gene-SAOUHSC_02713	CP000253.1	2493885	2495000	-	1116	43	448	497	414	393	630
gene-SAOUHSC_02714	CP000253.1	2494978	2495985	-	1008	48	322	307	331	217	494
gene-SAOUHSC_02715	CP000253.1	2495987	2497345	-	1359	14	280	96	270	124	488
gene-SAOUHSC_02716	CP000253.1	2497323	2498009	-	687	4	95	28	111	37	166
gene-SAOUHSC_A02577	CP000253.1	2498063	2498230	-	168	0	16	5	8	5	13
gene-SAOUHSC_02717	CP000253.1	2498230	2498373	-	144	1	4	1	4	4	7
gene-SAOUHSC_02718	CP000253.1	2498461	2500194	-	1734	33	574	441	398	261	865
gene-SAOUHSC_02719	CP000253.1	2500219	2501982	-	1764	42	338	194	265	178	447
gene-SAOUHSC_02720	CP000253.1	2502476	2502583	-	108	1	6	1	1	5	0
gene-SAOUHSC_02721	CP000253.1	2502610	2502717	-	108	730	3241	1791	4540	4560	6532
gene-SAOUHSC_02722	CP000253.1	2502851	2503237	-	387	90	801	843	650	1035	954
gene-SAOUHSC_02723	CP000253.1	2503505	2504647	+	1143	1863	20622	4658	19211	5171	20910
gene-SAOUHSC_02724	CP000253.1	2504707	2505366	+	660	933	45296	10107	38310	8342	40949
gene-SAOUHSC_02725	CP000253.1	2505548	2506759	+	1212	2630	2899	13240	3658	11959	4276
gene-SAOUHSC_02726	CP000253.1	2506882	2507355	-	474	243	219	771	266	441	269
gene-SAOUHSC_02727	CP000253.1	2507555	2508124	+	570	1604	943	6205	1778	4571	2431
gene-SAOUHSC_02728	CP000253.1	2508187	2508993	-	807	93	518	1124	607	604	898
gene-SAOUHSC_02729	CP000253.1	2509280	2510689	+	1410	1148	1610	7737	2492	5277	2196
gene-SAOUHSC_02731	CP000253.1	2510827	2512905	+	2079	836	5083	13546	4071	8608	6300
gene-SAOUHSC_02732	CP000253.1	2512984	2513085	-	102	0	4	6	2	7	2
gene-SAOUHSC_02733	CP000253.1	2513045	2514874	-	1830	3401	5027	25243	6495	16504	8712
gene-SAOUHSC_02734	CP000253.1	2514968	2515072	-	105	0	4	0	5	1	2
gene-SAOUHSC_02736	CP000253.1	2515106	2516602	+	1497	313	2823	3998	2506	3598	3854
gene-SAOUHSC_02737	CP000253.1	2516694	2517545	-	852	346	1107	1695	1740	1418	2089
gene-SAOUHSC_02738	CP000253.1	2517701	2517898	+	198	11	52	225	69	128	118
gene-SAOUHSC_02739	CP000253.1	2517867	2518802	-	936	1110	482	2959	603	1861	807
gene-SAOUHSC_02740	CP000253.1	2519028	2520428	-	1401	1336	1095	9872	1462	8724	1924
gene-SAOUHSC_02741	CP000253.1	2520722	2521417	-	696	276	1393	1131	1385	841	2228
gene-SAOUHSC_02742	CP000253.1	2521417	2522358	-	942	179	1532	1209	1372	871	2113
gene-SAOUHSC_02743	CP000253.1	2522375	2523010	-	636	109	495	583	443	346	755
gene-SAOUHSC_02744	CP000253.1	2523007	2524233	-	1227	430	808	1517	767	696	1259
gene-SAOUHSC_02745	CP000253.1	2524560	2524679	-	120	1	14	8	24	5	27
gene-SAOUHSC_02746	CP000253.1	2524759	2524899	-	141	5	57	17	52	21	84
gene-SAOUHSC_02747	CP000253.1	2524903	2525502	-	600	106	2410	1900	2051	1570	3179
gene-SAOUHSC_02750	CP000253.1	2525682	2527319	+	1638	752	6605	4423	5912	3223	8197
gene-SAOUHSC_02751	CP000253.1	2527927	2529279	+	1353	5617	3599	18567	4966	15469	5241
gene-SAOUHSC_02752	CP000253.1	2529341	2530468	-	1128	741	6359	3039	5720	3108	7826
gene-SAOUHSC_02753	CP000253.1	2530924	2531700	-	777	948	1686	3925	2226	3602	2488
gene-SAOUHSC_02754	CP000253.1	2531693	2532355	-	663	731	750	1443	1027	1540	1004
gene-SAOUHSC_02755	CP000253.1	2532603	2533679	-	1077	3262	4911	7237	5117	6835	6486
gene-SAOUHSC_02756	CP000253.1	2534034	2534300	-	267	198	5897	3120	3666	4086	6038
gene-SAOUHSC_02757	CP000253.1	2534300	2534557	-	258	97	5939	6400	5037	5392	7091
gene-SAOUHSC_02758	CP000253.1	2534663	2534857	-	195	7	134	98	113	81	199
gene-SAOUHSC_02759	CP000253.1	2534916	2535371	+	456	296	1900	5229	1843	3625	2722
gene-SAOUHSC_02760	CP000253.1	2535539	2537116	-	1578	740	1079	3145	1247	2038	1800
gene-SAOUHSC_02761	CP000253.1	2537311	2538060	+	750	107	478	1048	400	857	607
gene-SAOUHSC_02762	CP000253.1	2538284	2539477	-	1194	273	2938	1200	3113	886	4938
gene-SAOUHSC_02763	CP000253.1	2539489	2540238	-	750	117	1193	303	1147	190	1722
gene-SAOUHSC_02764	CP000253.1	2540231	2541046	-	816	63	750	276	1006	161	1265
gene-SAOUHSC_02765	CP000253.1	2541043	2541912	-	870	25	521	143	676	119	767
gene-SAOUHSC_02766	CP000253.1	2541909	2542844	-	936	133	1733	984	1564	541	2788
gene-SAOUHSC_02767	CP000253.1	2542857	2544455	-	1599	288	5559	3002	5707	1407	8641
gene-SAOUHSC_02768	CP000253.1	2544598	2545812	-	1215	34	1586	307	1971	173	2813
gene-SAOUHSC_02769	CP000253.1	2545892	2546710	-	819	38	1504	391	1951	189	2851
gene-SAOUHSC_02770	CP000253.1	2546721	2547542	-	822	77	1539	398	2080	219	3103
gene-SAOUHSC_02771	CP000253.1	2548409	2548774	-	366	360	400	1785	320	1524	408
gene-SAOUHSC_02772	CP000253.1	2549037	2549675	-	639	7804	1885	14058	3125	7915	2750
gene-SAOUHSC_02773	CP000253.1	2550088	2551626	+	1539	2051	2033	17613	2610	10891	3027
gene-SAOUHSC_02774	CP000253.1	2551738	2552160	-	423	1032	2291	14890	3160	11378	2858
gene-SAOUHSC_02775	CP000253.1	2552612	2553031	-	420	76	322	871	291	570	469
gene-SAOUHSC_02776	CP000253.1	2553049	2553468	-	420	37	88	556	84	309	129
gene-SAOUHSC_A02635	CP000253.1	2553422	2553643	+	222	3	11	100	14	30	21
gene-SAOUHSC_02777	CP000253.1	2553735	2554157	-	423	186	126	1580	133	874	260
gene-SAOUHSC_02778	CP000253.1	2554408	2555103	-	696	739	336	4133	482	1940	605
gene-SAOUHSC_02779	CP000253.1	2555392	2555673	+	282	722	588	6098	1095	3528	913
gene-SAOUHSC_02780	CP000253.1	2555609	2555794	+	186	3401	462	3389	490	2345	749
gene-SAOUHSC_02781	CP000253.1	2555933	2556124	-	192	474	1209	8349	1869	9073	2745
gene-SAOUHSC_02782	CP000253.1	2556559	2556681	+	123	13	140	216	149	148	196
gene-SAOUHSC_02783	CP000253.1	2556685	2557479	-	795	142	392	786	354	529	503
gene-SAOUHSC_02784	CP000253.1	2558015	2558302	-	288	28	113	238	98	140	169
gene-SAOUHSC_02785	CP000253.1	2558305	2558631	-	327	12	103	210	89	170	144
gene-SAOUHSC_02786	CP000253.1	2558631	2558924	-	294	4	32	85	41	75	62
gene-SAOUHSC_02787	CP000253.1	2558843	2559955	-	1113	196	374	925	378	615	536
gene-SAOUHSC_02788	CP000253.1	2559952	2560737	-	786	94	367	1001	283	596	481
gene-SAOUHSC_02789	CP000253.1	2560849	2561550	-	702	96	178	545	200	415	288
gene-SAOUHSC_02790	CP000253.1	2561928	2564789	-	2862	225	2011	2471	1307	2035	2555
gene-SAOUHSC_02791	CP000253.1	2564791	2565183	-	393	39	133	445	109	259	170
gene-SAOUHSC_02793	CP000253.1	2565300	2567108	+	1809	227	1128	1765	1058	1368	1777
gene-SAOUHSC_02794	CP000253.1	2567392	2567658	+	267	29	145	733	148	428	286
gene-SAOUHSC_02795	CP000253.1	2567802	2568110	+	309	11	47	136	66	132	91
gene-SAOUHSC_02796	CP000253.1	2568218	2568451	-	234	6	24	68	11	49	18
gene-SAOUHSC_02797	CP000253.1	2568432	2569625	-	1194	64	452	808	382	546	651
gene-SAOUHSC_02798	CP000253.1	2570009	2574892	-	4884	1552	3748	3653	3128	2296	4684
gene-SAOUHSC_02799	CP000253.1	2575197	2575517	-	321	0	20	7	8	18	21
gene-SAOUHSC_02800	CP000253.1	2575879	2576622	+	744	1	22	18	13	24	20
gene-SAOUHSC_02801	CP000253.1	2576833	2577615	-	783	555	1134	2020	994	1463	1585
gene-SAOUHSC_02802	CP000253.1	2577879	2580632	-	2754	2098	17019	9177	26889	17261	14815
gene-SAOUHSC_02803	CP000253.1	2581383	2584355	-	2973	4593	11533	16814	16876	18374	11078
gene-SAOUHSC_02804	CP000253.1	2584423	2584524	-	102	0	5	20	13	15	14
gene-SAOUHSC_02805	CP000253.1	2584573	2584875	-	303	0	9	1	6	2	13
gene-SAOUHSC_02806	CP000253.1	2584907	2586265	-	1359	1078	4327	4024	6766	2092	5634
gene-SAOUHSC_02808	CP000253.1	2586382	2587935	-	1554	1593	2471	4090	3885	2254	3335
gene-SAOUHSC_02809	CP000253.1	2587959	2588639	-	681	2093	1097	3811	1565	2713	1688
gene-SAOUHSC_02810	CP000253.1	2588793	2589557	-	765	1141	2432	6280	2922	3488	3666
gene-SAOUHSC_02811	CP000253.1	2589722	2590414	-	693	213	737	3626	793	1901	1008
gene-SAOUHSC_02812	CP000253.1	2590645	2591061	-	417	14656	8919	47006	11104	34513	13141
gene-SAOUHSC_02813	CP000253.1	2591200	2592045	-	846	131	3552	2126	3189	2890	4037
gene-SAOUHSC_02814	CP000253.1	2591843	2593093	-	1251	194	5651	2329	5330	4459	6845
gene-SAOUHSC_02815	CP000253.1	2593502	2594779	-	1278	4790	7803	24984	10568	23335	9758
gene-SAOUHSC_02816	CP000253.1	2595326	2595937	+	612	80	425	2620	503	1535	690
gene-SAOUHSC_02817	CP000253.1	2595946	2596044	-	99	0	0	0	0	0	1
gene-SAOUHSC_02818	CP000253.1	2596034	2597197	-	1164	100	535	915	539	605	913
gene-SAOUHSC_02819	CP000253.1	2597190	2597648	-	459	15	137	185	125	84	170
gene-SAOUHSC_02820	CP000253.1	2598082	2598777	+	696	413	448	1785	329	1075	592
gene-SAOUHSC_02821	CP000253.1	2598779	2599549	+	771	154	382	1590	317	947	508
gene-SAOUHSC_02822	CP000253.1	2599922	2601886	+	1965	1304	1832	9635	3160	6890	4011
gene-SAOUHSC_A02680	CP000253.1	2601899	2602111	+	213	91	260	984	407	505	492
gene-SAOUHSC_02823	CP000253.1	2602404	2603309	+	906	312	945	4500	1144	3381	1439
gene-SAOUHSC_02824	CP000253.1	2603414	2604007	-	594	349	395	576	431	421	674
gene-SAOUHSC_02825	CP000253.1	2604029	2604901	-	873	188	294	414	296	263	392
gene-SAOUHSC_02826	CP000253.1	2605075	2605509	-	435	61	810	1136	990	809	1418
gene-SAOUHSC_02827	CP000253.1	2605736	2606020	+	285	295	505	1454	650	1813	892
gene-SAOUHSC_02828	CP000253.1	2606191	2606997	+	807	396	5598	1841	4945	1261	6364
gene-SAOUHSC_02829	CP000253.1	2607117	2607788	-	672	112	1836	837	2373	1112	2854
gene-SAOUHSC_02830	CP000253.1	2608103	2609050	+	948	85	15177	834	8997	2065	17409
gene-SAOUHSC_02831	CP000253.1	2609299	2610099	-	801	62	645	405	584	377	819
gene-SAOUHSC_02832	CP000253.1	2610420	2611055	+	636	6	138	79	33	48	104
gene-SAOUHSC_02833	CP000253.1	2611061	2611792	+	732	17	490	319	293	220	585
gene-SAOUHSC_02834	CP000253.1	2611952	2612572	-	621	361	2181	6124	1962	3933	3181
gene-SAOUHSC_02836	CP000253.1	2612766	2613257	+	492	301	689	2010	706	1652	1004
gene-SAOUHSC_02837	CP000253.1	2613695	2613865	-	171	124	235	2073	203	1072	296
gene-SAOUHSC_02838	CP000253.1	2613927	2614025	-	99	5	61	30	47	40	95
gene-SAOUHSC_02839	CP000253.1	2614044	2614943	-	900	758	4314	2077	5238	1523	5704
gene-SAOUHSC_02840	CP000253.1	2614957	2615637	-	681	104	2087	771	2429	646	2565
gene-SAOUHSC_02841	CP000253.1	2615640	2616635	-	996	191	3563	1641	4459	1522	4899
gene-SAOUHSC_02842	CP000253.1	2617234	2617437	+	204	19	183	121	155	208	276
gene-SAOUHSC_02843	CP000253.1	2617620	2618555	+	936	242	426	3656	438	1978	589
gene-SAOUHSC_02844	CP000253.1	2618637	2619605	-	969	2914	1642	11175	3080	6302	3599
gene-SAOUHSC_02845	CP000253.1	2619738	2620082	-	345	304	318	1733	637	1291	823
gene-SAOUHSC_02846	CP000253.1	2620124	2620534	-	411	302	426	2741	747	1803	1059
gene-SAOUHSC_02848	CP000253.1	2620914	2622980	-	2067	13932	9141	61727	8025	61897	14417
gene-SAOUHSC_02849	CP000253.1	2623281	2625020	-	1740	27882	11843	110551	24862	65656	17900
gene-SAOUHSC_02850	CP000253.1	2625067	2625756	-	690	13631	3106	32484	6260	14922	4235
gene-SAOUHSC_02851	CP000253.1	2625749	2626144	-	396	3	69	55	90	59	159
gene-SAOUHSC_02852	CP000253.1	2626357	2627184	-	828	357	755	1492	790	1437	1251
gene-SAOUHSC_02853	CP000253.1	2627402	2627620	+	219	5695	20097	26977	32250	58640	40857
gene-SAOUHSC_02855	CP000253.1	2628010	2628441	+	432	56	853	482	845	620	857
gene-SAOUHSC_02856	CP000253.1	2628706	2628810	-	105	132	196	2601	127	1613	180
gene-SAOUHSC_02857	CP000253.1	2628973	2629107	-	135	185	68	822	45	747	52
